digital_id	title	data_format	Category	Author	Publisher	Publication_date
000087	딥러닝 일러스트레이티드	EPUB	Digital	Krohn, Jon	시그마프레스	2021
000088	(Do it!) 리액트 프로그래밍 정석	EPUB	Digital	박호준	이지스	2020
000089	(Do it!) 깡샘의 안드로이드 앱 프로그래밍	PDF	Digital	강성윤	이지스	2021
000090	(Do it!) 깡샘의 안드로이드 앱 프로그래밍	MOBI	Digital	강성윤	이지스퍼블리싱	2022
000091	Node.js 교과서	JPEG	Digital	조현영	길벗	2020
000092	IT 엔지니어를 위한 네트워크 입문	MOBI	Digital	고재성	길벗	2020
000093	컴퓨터 네트워킹	JPEG	Digital	Kurose, James F	퍼스트북	2017
000094	컴퓨터 네트워킹	MOBI	Digital	Kurose, James F	퍼스트북	2017
000095	컴퓨터 네트워킹	JPEG	Digital	Kurose, James F	퍼스트북	2017
000096	자바스크립트 & 제이쿼리	JPEG	Digital	Duckett, Jon	제이펍	2015
000097	자바스크립트 & 제이쿼리	JPEG	Digital	Duckett, Jon	제이펍	2015
000098	인공지능	MOBI	Digital	Russell, Stuart J	제이펍	2016
000099	인공지능	PDF	Digital	Russell, Stuart J	제이펍	2016
000100	인공지능	EPUB	Digital	Russell, Stuart J	제이펍	2016
000101	인공지능	MOBI	Digital	Russell, Stuart J	제이펍	2016
000102	인공지능	JPEG	Digital	Russell, Stuart J	제이펍	2016
000103	인공지능	JPEG	Digital	Russell, Stuart J	제이펍	2016
000104	(핵심만 골라 배우는) iOS 9 프로그래밍	PDF	Digital	Smyth, Neil	제이펍	2016
000105	(핵심만 골라 배우는) 안드로이드 스튜디오 & 프로그래밍	PDF	Digital	Smyth, Neil	제이펍	2016
000106	(실무에 바로 적용하는) 안드로이드 프로그래밍	EPUB	Digital	Phillips, Bill	제이펍	2016
000107	NoSQL 철저 입문	MOBI	Digital	Sullivan, Dan	길벗	2015
000108	Algorithms	EPUB	Digital	Johnsonbaugh, Richard	Pearson Education	2003
000109	Introduction to computing systems : from bits and Gates to C and beyond	MOBI	Digital	Patt, Yale N	McGraw-Hill Higher Education	2004
000110	Database system concepts	EPUB	Digital	Silberschatz, Abraham	McGraw-Hill	2011
000111	Introduction to data compression	MOBI	Digital	Sayood, Khalid	Elsevier	c2006
000112	Introduction to data compression	PDF	Digital	Sayood, Khalid	Elsevier	c2006
000113	Data and computer communications	EPUB	Digital	Stallings, William	Pearson Prentice Hall	2011
000114	Discrete-event system simulation	EPUB	Digital	Banks, Jerry	Pearson Prentice Hall	2005
000115	Discrete-event system simulation	PDF	Digital	Banks, Jerry	Pearson Prentice Hall	2005
000116	C++ how to program	EPUB	Digital	Deitel, Harvey M	Pearson/Prentice Hall	2005
000117	C++ how to program	EPUB	Digital	Deitel, Harvey M	Pearson/Prentice Hall	2005
000118	Systems analysis and design with UML : an object-oriented approach	MOBI	Digital	Dennis, Alan	Wiley	2010
000119	Digital multimedia	JPEG	Digital	Chapman, Nigel P	Wiley	2009
000120	Pattern classification	EPUB	Digital	Duda, Richard O	Wiley	2001
000121	An introduction to digital multimedia	JPEG	Digital	Savage, Terry Michael	Jones and Bartlett Publishers	2009
000122	ASP.NET programming bible	PDF	Digital	김순근	영진닷컴	2003
000123	데이터베이스 시스템	PDF	Digital	Elmasri, Ramez	홍릉과학	2011
000124	데이터베이스 시스템	JPEG	Digital	Elmasri, Ramez	홍릉과학	2011
000125	데이터 통신 및 컴퓨터통신	EPUB	Digital	Stallings, William	피어슨에듀케이션코리아	2011
000126	데이터 통신 및 컴퓨터통신	PDF	Digital	Stallings, William	피어슨에듀케이션코리아	2011
000127	C++ 프라이머	PDF	Digital	Lippman, Stanley B	피어슨에듀케이션코리아	2007
000128	C++ 프라이머	EPUB	Digital	Lippman, Stanley B	피어슨에듀케이션코리아	2007
000129	C++ 프라이머	EPUB	Digital	Lippman, Stanley B	피어슨에듀케이션코리아	2007
000130	R를 이용한 텍스트 마이닝	EPUB	Digital	백영민	한울아카데미	2020
000131	(Programming Microsoft) ASP.NET	EPUB	Digital	Esposito, Dino	정보문화사	2004
000132	지식의 변화와 지형	PDF	Digital	김경남	경진	2019
000133	3ds Max 9	MOBI	Digital	김상윤	디지털북스	2007
000134	컴퓨터 구조 및 설계	JPEG	Digital	Patterson, David A	한티미디어	2021
000135	3ds Max 2014	MOBI	Digital	김상희	길벗	2014
000136	(시작 그리고 완성) 자바 2 SDK 1.4	PDF	Digital	윤경구	대림	2003
000137	TCP/IP 네트워킹	EPUB	Digital	박문수	대림	2003
000138	TCP/IP 네트워킹	JPEG	Digital	박문수	대림	2003
000139	C# 언어ㆍ프로그래밍 바이블	MOBI	Digital	김명렬	홍릉과학출판사	2004
000140	컴퓨팅 보안	MOBI	Digital	Pfleeger, Charles P	홍릉과학	2005
000141	컴퓨팅 보안	EPUB	Digital	Pfleeger, Charles P	홍릉과학	2005
000142	컴퓨터 네트워킹과 인터넷	PDF	Digital	Halsall, Fred	홍릉과학	2008
000143	컴퓨터 네트워킹과 인터넷	PDF	Digital	Halsall, Fred	홍릉과학	2008
000144	(New)Java 2 programming bible	JPEG	Digital	Deitel, H. M	정보문화사	2001
000145	문헌정보학용어사전	JPEG	Digital	사공철	한국도서관협회	2004
000146	문헌정보학용어사전	EPUB	Digital	사공철	한국도서관협회	2004
000147	유닉스 시스템 프로그래밍	JPEG	Digital	정재은	한빛미디어	2002
000148	비트프로젝트 68호	JPEG	Digital	조현정 사단 CX 151기/JX 152기/SX 153기 著	비트북스(BIT)	2002
000149	비트 프로젝트 78호	MOBI	Digital	조현정 사단 BX181기 LX182기 MX183기	비트북스	2002
000150	비트 프로젝트 82호	EPUB	Digital	조현정 사단 BX190기 LX191기 MX192기	비트북스	2003
000151	(건축 CG 리터칭 현장실무를 위한) Photoshop CS Reality	JPEG	Digital	이선수	디지털북스	2006
000152	(건축 CG 리터칭 현장실무를 위한) Photoshop CS Reality	MOBI	Digital	이선수	디지털북스	2006
000153	웹표준 교과서	JPEG	Digital	익자귀관	디지털미디어리서치	2007
000154	웹표준 교과서	EPUB	Digital	익자귀관	디지털미디어리서치	2007
000155	응용 운영체제 개념	MOBI	Digital	Silberschatz, Abraham	홍릉과학	2013
000156	(이장래와 함께하는) SQL sever 2012	EPUB	Digital	이장래	아이티포럼	2012
000157	(OpenGL을 이용한) 컴퓨터 그래픽스	JPEG	Digital	Angel, Edward	홍릉과학	2014
000158	데이터베이스 시스템	MOBI	Digital	Elmasri, Ramez	홍릉과학	2019
000159	컴퓨터시스템	MOBI	Digital	Bryant, Randal E	피어슨에듀케이션코리아	2016
000160	지식 생산의 기반과 메커니즘	JPEG	Digital	홍성준	경진	2019
000161	(선형대수와 통계학으로 배우는) 머신러닝	PDF	Digital	장철원	비제이퍼블릭	2021
000162	(Inside Out Microsoft) 한글 Windows xp 기초+활용	JPEG	Digital	Bott, Ed	정보문화사	2002
000163	TCP/IP protocol suite	EPUB	Digital	Forouzan, Behrouz A	McGraw-Hill Higher Education	2010
000164	Data communications and networking	PDF	Digital	Forouzan, Behrouz A	McGraw-Hill Higher Education	2007
000165	Data communications and networking	PDF	Digital	Forouzan, Behrouz A	McGraw-Hill Higher Education	2007
000166	Computer networks	EPUB	Digital	Tanenbaum, Andrew S	Prentice Hall	2003
000167	Computer networks	MOBI	Digital	Tanenbaum, Andrew S	Prentice Hall	2003
000168	Data and computer communications	PDF	Digital	Stallings, William	Pearson/Prentice Hall	2007
000169	Data and computer communications	PDF	Digital	Stallings, William	Pearson/Prentice Hall	2007
000170	Programming languages : concepts and constructs	EPUB	Digital	Sethi, Ravi	Addison-Wesley	c1996
000171	Operating systems	MOBI	Digital	Nutt, Gary J	Pearson/Addison Wesley	2004
000172	Operating systems	JPEG	Digital	Nutt, Gary J	Pearson/Addison Wesley	2004
000173	Mastering Perl	JPEG	Digital	Brian d Foy	O'Reilly	2007
000174	Head first JavaScript	EPUB	Digital	Morrison, Michael	O'Reilly	2008
000175	(실전)정보보호개론	MOBI	Digital	이준택	法文社	2016
000176	Flash ActionScript 원리	EPUB	Digital	임종기	영진닷컴	2005
000177	Flash ActionScript 원리	EPUB	Digital	임종기	영진닷컴	2005
000178	(Windows Server 2003) 클러스터 설계와 구현	JPEG	Digital	최철원	영진닷컴	2005
000179	(건축 현장에서 배우는) 3ds MAX 7.x 제작 실무 테크닉	PDF	Digital	에이허브	영진닷컴	2005
000180	3DS MAX 9.X 현장 실무테크닉 57선	PDF	Digital	강일웅	성안당	2007
000181	3DS MAX 9.X 현장 실무테크닉 57선	EPUB	Digital	강일웅	성안당	2007
000182	C++ 기초 플러스	JPEG	Digital	Prata, Stephen	BM 성안당	2013
000183	C 기초 플러스	MOBI	Digital	Prata, Stephen	BM 성안당	2015
000184	C++ how to program	JPEG	Digital	Deitel, H. M	피어슨에듀케이션코리아	2002
000185	국제기구 지식정보원의 이해와 활용	MOBI	Digital	홍현진	한국학술정보	2006
000186	Rhino와 제품디자인	JPEG	Digital	김낙권	과학기술	2006
000187	(Start think) 3ds Max 9.x	EPUB	Digital	나병묵	과학기술	2007
000188	핵심 Rhino 4.0 제품디자인	JPEG	Digital	김낙권	과학기술	2008
000189	컴퓨터 네트워크	EPUB	Digital	Peterson, Larry L	사이텍미디어	2004
000190	컴퓨터 네트워크	MOBI	Digital	Peterson, Larry L	사이텍미디어	2004
000191	현대 데이터베이스 관리론	JPEG	Digital	Hoffer, Jeffrey A	사이텍미디어	2005
000192	현대 데이터베이스 관리론	PDF	Digital	Hoffer, Jeffrey A	사이텍미디어	2005
000193	Network+ guide to networks	MOBI	Digital	Dean, Tamara	사이텍미디어	2004
000194	(Beginning) Oracle Programming	EPUB	Digital	Dillon, Sean	정보문화사	2002
000195	(Professional) PHP4	PDF	Digital	PHP4	정보문화사	2002
000196	Beginning Java 2 SDK 1.4 Edition	MOBI	Digital	Horton, Ivor	정보문화사	2003
000197	Beginning Java 2 SDK 1.4 Edition	JPEG	Digital	Horton, Ivor	정보문화사	2003
000198	(Mastering) Windows XP Professional	EPUB	Digital	Minasi, Mark	정보문화사	2003
000199	(DirectX) 비주얼 베이직 게임 프로그래밍	EPUB	Digital	Harbour, Jonathan S	정보문화사	2003
000200	(DirectX) 비주얼 베이직 게임 프로그래밍	MOBI	Digital	Harbour, Jonathan S	정보문화사	2003
000201	Professional Visual Basic.NET	PDF	Digital	Barwell, Fred	정보문화사	2003
000202	Professional Visual Basic.NET	JPEG	Digital	Barwell, Fred	정보문화사	2003
000203	(철저공략) 델파이 7 Check!	JPEG	Digital	Teixeira, Steve	정보문화사	2003
000204	Visual C++.NET	MOBI	Digital	Shepherd, George	정보문화사	2003
000205	(게임프로그래머를 위한) 자료구조와 알고리즘	JPEG	Digital	Penton, Ron	정보문화사	2004
000206	Top Spot 컴퓨터 일반	PDF	Digital	박태순	글소리	2005
000207	Top Spot 컴퓨터 일반	JPEG	Digital	박태순	글소리	2005
000208	데이터베이스시스템	PDF	Digital	Silberschatz, Abraham	한국맥그로힐	2010
000209	(자바로 만드는) 애니메이션 ＆ 그래픽스	PDF	Digital	Haase, Chet	에이콘	2009
000210	아비드 에디팅 바이블	EPUB	Digital	박상욱	커뮤니케이션북스	2010
000211	(독학으로) VC++ 2008	MOBI	Digital	홍춘택	좋은땅	2010
000212	Tizen 애플리케이션 프로그래밍	EPUB	Digital	서영진	프리렉	2014
000213	러닝 웹 디자인	EPUB	Digital	Robbins, Jennifer	프리렉	2015
000214	(알기쉬운) 정보보안(산업)기사	EPUB	Digital	조상진	탑스팟	2013
000215	(알기쉬운) 정보보안(산업)기사	EPUB	Digital	조상진	탑스팟	2013
000216	파이썬 완벽 가이드	MOBI	Digital	Beazley, David M	인사이트	2012
000217	파이썬 완벽 가이드	EPUB	Digital	Beazley, David M	인사이트	2012
000218	파이썬 완벽 가이드	EPUB	Digital	Beazley, David M	인사이트	2012
000219	안드로이드 시큐리티 인터널	EPUB	Digital	Elenkov, Nikolay	한빛미디어	2015
000220	안드로이드 시큐리티 인터널	EPUB	Digital	Elenkov, Nikolay	한빛미디어	2015
000221	안드로이드 시큐리티 인터널	PDF	Digital	Elenkov, Nikolay	한빛미디어	2015
000222	밑바닥부터 시작하는 딥러닝	PDF	Digital	재등강의	한빛미디어	2017
000223	밑바닥부터 시작하는 딥러닝	PDF	Digital	재등강의	한빛미디어	2017
000224	(그림으로 쉽게 설명하는) 안드로이드 프로그래밍	EPUB	Digital	천인국	생능	2012
000225	(그림으로 쉽게 설명하는) 안드로이드 프로그래밍	EPUB	Digital	천인국	생능	2012
000226	(그림으로 쉽게 설명하는) 안드로이드 프로그래밍	MOBI	Digital	천인국	생능	2012
000227	(그림으로 쉽게 설명하는) 안드로이드 프로그래밍	JPEG	Digital	천인국	생능	2012
000228	(3차원 공간이 보이는) 컴퓨터 그래픽스	EPUB	Digital	김성호	생능	2013
000229	책의 탄생	JPEG	Digital	Febvre, Lucien	돌베개	2014
000230	PC 진단·문제해결 무작정 따라하기	EPUB	Digital	이순원	길벗	2003
000231	(Microsoft) 한글 Visio 2002 기초+활용	JPEG	Digital	Eaton, Nanette J	정보문화사	2002
000232	(Beginning) C#	EPUB	Digital	Watson, Karli	정보문화사	2002
000233	(Beginning) C#	MOBI	Digital	Watson, Karli	정보문화사	2002
000234	(Beginning) Java Databases	MOBI	Digital	Mukhar, Kevin	정보문화사	2002
000235	(Beginning) Java Databases	JPEG	Digital	Mukhar, Kevin	정보문화사	2002
000236	MCSE Microsoft SQL Server 2000	PDF	Digital	김근호	정보문화사	2002
000237	3ds max 4.2	EPUB	Digital	남현우	한빛미디어	2002
000238	(객체지향) CBD 개발 Bible	PDF	Digital	채흥석	한빛미디어	2003
000239	(객체지향) CBD 개발 Bible	EPUB	Digital	채흥석	한빛미디어	2003
000240	(IT Expert) ASP.NET 웹 프로젝트와 실전 프로그래밍	EPUB	Digital	조성진	한빛미디어	2003
000241	Solaris bible	PDF	Digital	김건정	한빛미디어	2003
000242	Solaris bible	MOBI	Digital	김건정	한빛미디어	2003
000243	Windows server 2003	JPEG	Digital	문건석	한빛미디어	2003
000244	(IT EXPERT) 리눅스 커널 프로그래밍	JPEG	Digital	한동훈	한빛미디어	2007
000245	(IT EXPERT) 리눅스 커널 프로그래밍	MOBI	Digital	한동훈	한빛미디어	2007
000246	OpenGL로 배우는 3차원 컴퓨터 그래픽스	EPUB	Digital	주우석	한빛미디어	2012
000247	HTML5 canvas	MOBI	Digital	Fulton, Steve	한빛미디어	2012
000248	머하웃 완벽 가이드	MOBI	Digital	Owen, Sean	한빛미디어	2012
000249	머하웃 완벽 가이드	JPEG	Digital	Owen, Sean	한빛미디어	2012
000250	인터네트워킹 테크놀로지 핸드북	PDF	Digital	Cisco systems, Inc	인포북	2002
000251	인터네트워킹 테크놀로지 핸드북	MOBI	Digital	Cisco systems, Inc	인포북	2002
000252	메모리 포렌식	JPEG	Digital	Ligh, Michael Hale	혜지원	2015
000253	New flash masters of Korea 2005	PDF	Digital	윤용호	전자신문사	2005
000254	(실무 적응력을 높이는) Easy ABAP programming	PDF	Digital	김성준	프리렉	2008
000255	(실무 적응력을 높이는) Easy ABAP programming	PDF	Digital	김성준	프리렉	2008
000256	(열혈강의) Qt 프로그래밍	JPEG	Digital	서영진	프리렉	2008
000257	(열혈강의) Qt 프로그래밍	JPEG	Digital	서영진	프리렉	2008
000258	(열혈강의) Qt 프로그래밍	JPEG	Digital	서영진	프리렉	2008
000259	(열혈강의) Qt 프로그래밍	EPUB	Digital	서영진	프리렉	2008
000260	Isometric game programming with direct X	PDF	Digital	Pazera, Ernest	민커뮤니케이션	2001
000261	Python cookbook	JPEG	Digital	Beazley, David M	INFINITY BOOKS	2014
000262	(시작하세요!) 아이폰 5 프로그래밍	PDF	Digital	Mark, Dave	위키북스	2012
000263	도메인 주도 설계	EPUB	Digital	Evans, Eric	위키북스	2011
000264	(200개의 단계별 예제로 배우는) 안드로이드 4.0	PDF	Digital	한동호	제이펍	2012
000265	(200개의 단계별 예제로 배우는) 안드로이드 4.0	EPUB	Digital	한동호	제이펍	2012
000266	(200개의 단계별 예제로 배우는) 안드로이드 4.0	PDF	Digital	한동호	제이펍	2012
000267	(정보보호 전문가의 알짜) CISSP 노트	JPEG	Digital	허종오	미디어그룹 인포더	2011
000268	IPv6 라우팅	MOBI	Digital	전현호	네버스탑	2009
000269	스토리지 가상화의 재정의	PDF	Digital	Massiglia, Paul	파워미디어	2004
000270	一觸卽發, 최강 안드로이드 프로그래밍	EPUB	Digital	박헌재	투에이치앤에스	2011
000271	(백견불여일타(白見不如一打)) 파이어베이스	JPEG	Digital	남진하	로드북	2019
000272	리버스 엔지니어링 바이블	JPEG	Digital	강병탁	위키북스	2012
000273	리눅스를 활용한 회사 인프라 구축의 모든 것	PDF	Digital	정광섭	위키북스	2015
000274	데이터 통신 및 컴퓨터 통신	JPEG	Digital	Stallings, William	성진미디어	2015
000275	운영체제	MOBI	Digital	Silberschatz, Abraham	교보문고	2014
000276	운영체제	EPUB	Digital	Silberschatz, Abraham	교보문고	2014
000277	운영체제	JPEG	Digital	Silberschatz, Abraham	교보문고	2014
000278	Modern multimedia systems	MOBI	Digital	Havaldar, Parag	Cengage Learning	2011
000279	Modern multimedia systems	PDF	Digital	Havaldar, Parag	Cengage Learning	2011
000280	파이썬 데이터 사이언스 핸드북	MOBI	Digital	Vanderplas, Jacob T	위키북스	2017
000281	파이썬 머신러닝 완벽 가이드	PDF	Digital	권철민	위키북스	2019
000282	파이썬 머신러닝 완벽 가이드	PDF	Digital	권철민	위키북스	2019
000283	파이썬 머신러닝 완벽 가이드	PDF	Digital	권철민	위키북스	2019
000284	오브젝트	MOBI	Digital	조영호	위키북스	2019
000285	엘라스틱서치 실무 가이드	JPEG	Digital	권택환	위키북스	2019
000286	1910년대 일본 유학생 잡지 연구	PDF	Digital	김영민	소명출판	2019
000287	1910년대 일본 유학생 잡지 연구	MOBI	Digital	김영민	소명출판	2019
000288	Akka 코딩 공작소	MOBI	Digital	Roestenburg, Raymond	길벗	2017
000289	파이썬으로 배우는 금융 분석	EPUB	Digital	Yan, Yuxing	에이콘	2018
000290	엑셀 피벗 & 파워 쿼리 바이블	EPUB	Digital	최준선	한빛미디어	2017
000291	(김기현의) 자연어 처리 딥러닝 캠프	EPUB	Digital	김기현	한빛미디어	2019
000292	(김기현의) 자연어 처리 딥러닝 캠프	EPUB	Digital	김기현	한빛미디어	2019
000293	엑셀 함수 & 수식 바이블	EPUB	Digital	최준선	한빛미디어	2019
000294	클린 소프트웨어	MOBI	Digital	Martin, Robert C	제이펍	2017
000295	서브스턴스 3D 페인터 베이직 클래스	PDF	Digital	이동후	루비페이퍼	2021
000296	리눅스 커맨드라인 쉘 스크립트 바이블	PDF	Digital	Blum, Richard	스포트라잇북	2016
000297	러닝 파이썬	MOBI	Digital	Lutz, Mark	제이펍	2018
000298	러닝 파이썬	PDF	Digital	Lutz, Mark	제이펍	2018
000299	(사물인터넷을 위한) 리눅스 프로그래밍 with 라즈베리 파이	JPEG	Digital	서영진	제이펍	2020
000300	코드로 배우는 스프링 웹 프로젝트	EPUB	Digital	구멍가게 코딩단	남가람북스	2018
000301	파이썬 알고리즘 인터뷰	EPUB	Digital	박상길	책만	2020
000302	파이썬 알고리즘 인터뷰	EPUB	Digital	박상길	책만	2020
000303	인공지능	JPEG	Digital	Russell, Stuart J	제이펍	2021
000304	All of homepage know-how	JPEG	Digital	강창래	넥서스	2002
000305	All of homepage know-how	JPEG	Digital	강창래	넥서스	2002
000306	All of homepage know-how	JPEG	Digital	강창래	넥서스	2002
000307	Communication networking : an analytical approach	PDF	Digital	Kumar, Anurag	Elsevier/Morgan Kaufmann Publishers	2004
000308	Routing, flow, and capacity design in communication and computer networks	JPEG	Digital	Pioro, Michal	Elsevier/Morgan Kaufmann	2004
000309	Applying UML and patterns :an introduction to object-oriented analysis and design and iterative development	EPUB	Digital	Larman, Craig	Prentice Hall	2004
